time;open;high;low;close;volume
2020-01-02;46.56999969482422;46.63999938964844;45.880001068115234;46.11000061035156;3081000
2020-01-03;45.88999938964844;46.189998626708984;45.720001220703125;46.02000045776367;2259500
2020-01-06;45.790000915527344;45.849998474121094;45.31999969482422;45.65999984741211;2831700
2020-01-07;45.56999969482422;45.689998626708984;45.099998474121094;45.11000061035156;2265200
2020-01-08;45.11000061035156;45.22999954223633;44.380001068115234;44.61000061035156;3346400
2020-01-09;44.33000183105469;44.33000183105469;43.029998779296875;44.150001525878906;4080200
2020-01-10;44.369998931884766;44.459999084472656;43.79999923706055;43.95000076293945;2311400
2020-01-13;44.040000915527344;44.47999954223633;43.97999954223633;44.41999816894531;3167800
2020-01-14;44.5099983215332;44.63999938964844;44.08000183105469;44.5;4798500
2020-01-15;44.349998474121094;44.84000015258789;44.0099983215332;44.38999938964844;2586700
2020-01-16;44.650001525878906;45.459999084472656;44.59000015258789;45.34000015258789;2585000
2020-01-17;45.400001525878906;45.54999923706055;45.11000061035156;45.25;2741700
2020-01-21;45.099998474121094;45.38999938964844;44.869998931884766;45.119998931884766;2663400
2020-01-22;45.2400016784668;45.310001373291016;44.88999938964844;44.93000030517578;2101400
2020-01-23;44.7400016784668;45.040000915527344;44.5099983215332;44.970001220703125;1459900
2020-01-24;45.04999923706055;45.060001373291016;43.97999954223633;44.29999923706055;2169300
2020-01-27;43.7599983215332;43.900001525878906;43.369998931884766;43.529998779296875;2718500
2020-01-28;43.70000076293945;44.11000061035156;43.529998779296875;43.91999816894531;2219100
2020-01-29;44.060001373291016;44.099998474121094;43.65999984741211;43.68000030517578;2799500
2020-01-30;45.619998931884766;46.0;44.779998779296875;45.79999923706055;5958800
2020-01-31;45.47999954223633;45.619998931884766;44.54999923706055;44.7599983215332;8398100
2020-02-03;44.970001220703125;45.27000045776367;44.63999938964844;44.959999084472656;3939400
2020-02-04;45.5;45.689998626708984;45.27000045776367;45.369998931884766;2567400
2020-02-05;45.779998779296875;46.13999938964844;45.689998626708984;46.06999969482422;3038600
