time;open;high;low;close;volume
2020-01-02;53.630001068115234;53.79999923706055;52.040000915527344;52.130001068115234;4422100
2020-01-03;52.22999954223633;52.52000045776367;51.81999969482422;51.939998626708984;4718900
2020-01-06;52.08000183105469;52.72999954223633;51.97999954223633;52.59000015258789;3884700
2020-01-07;52.29999923706055;52.4900016784668;51.939998626708984;52.22999954223633;4274300
2020-01-08;52.4900016784668;53.060001373291016;52.279998779296875;52.97999954223633;4143400
2020-01-09;52.2599983215332;52.65999984741211;51.970001220703125;52.380001068115234;3842000
2020-01-10;52.4900016784668;52.52000045776367;52.18000030517578;52.25;2274400
2020-01-13;52.369998931884766;53.060001373291016;52.29999923706055;53.060001373291016;3670300
2020-01-14;53.099998474121094;53.310001373291016;52.7599983215332;53.0;3351700
2020-01-15;52.959999084472656;53.56999969482422;52.93000030517578;53.369998931884766;3213100
2020-01-16;53.529998779296875;53.939998626708984;53.349998474121094;53.720001220703125;4395300
2020-01-17;53.90999984741211;53.95000076293945;53.599998474121094;53.849998474121094;3231500
2020-01-21;53.7599983215332;54.41999816894531;53.709999084472656;54.34000015258789;5254100
2020-01-22;54.29999923706055;54.56999969482422;53.959999084472656;53.97999954223633;2976800
2020-01-23;53.83000183105469;54.40999984741211;53.79999923706055;54.2400016784668;2905500
2020-01-24;54.369998931884766;54.369998931884766;53.470001220703125;53.709999084472656;2554400
2020-01-27;53.33000183105469;53.72999954223633;53.15999984741211;53.220001220703125;2547000
2020-01-28;53.130001068115234;53.540000915527344;52.959999084472656;53.0099983215332;2553700
2020-01-29;53.02000045776367;53.47999954223633;52.83000183105469;53.029998779296875;2680000
2020-01-30;53.04999923706055;53.81999969482422;53.0;53.72999954223633;2802500
2020-01-31;53.61000061035156;53.7599983215332;52.09000015258789;52.220001220703125;4695800
2020-02-03;52.61000061035156;53.040000915527344;52.439998626708984;52.9900016784668;4367100
2020-02-04;53.349998474121094;53.650001525878906;52.54999923706055;52.54999923706055;3889800
2020-02-05;52.619998931884766;52.939998626708984;52.060001373291016;52.560001373291016;4967400
2020-02-06;52.31999969482422;52.5;51.560001373291016;51.709999084472656;4006900
2020-02-07;51.77000045776367;51.959999084472656;51.47999954223633;51.900001525878906;2470800
2020-02-10;51.900001525878906;52.47999954223633;51.84000015258789;52.36000061035156;2147900
2020-02-11;52.40999984741211;52.869998931884766;52.2599983215332;52.7599983215332;2731900
2020-02-12;52.75;53.04999923706055;52.540000915527344;52.93000030517578;3174200
2020-02-13;52.900001525878906;53.029998779296875;52.52000045776367;52.9900016784668;2405900
2020-02-14;53.16999816894531;53.77000045776367;53.04999923706055;53.310001373291016;2525400
2020-02-18;52.5;53.779998779296875;52.5;53.540000915527344;3181500
2020-02-19;53.560001373291016;53.56999969482422;52.83000183105469;53.2400016784668;4543100
2020-02-20;53.20000076293945;54.15999984741211;53.0099983215332;54.130001068115234;4830500
2020-02-21;54.029998779296875;55.18000030517578;53.880001068115234;53.91999816894531;5010600
2020-02-24;53.31999969482422;53.91999816894531;53.0;53.720001220703125;4159600
2020-02-25;53.68000030517578;53.959999084472656;52.47999954223633;52.529998779296875;3947500
2020-02-26;52.7599983215332;53.599998474121094;52.13999938964844;52.13999938964844;3366700
2020-02-27;51.810001373291016;52.2599983215332;50.130001068115234;50.13999938964844;5097500
2020-02-28;48.869998931884766;49.0099983215332;46.59000015258789;49.0;10113000
2020-03-02;49.209999084472656;51.40999984741211;48.86000061035156;51.40999984741211;7603400
2020-03-03;51.400001525878906;53.060001373291016;51.060001373291016;51.650001525878906;7073000
2020-03-04;52.4900016784668;54.16999816894531;52.29999923706055;54.16999816894531;4298100
2020-03-05;53.439998626708984;54.459999084472656;53.189998626708984;54.29999923706055;5406600
2020-03-06;52.599998474121094;55.02000045776367;52.439998626708984;54.77000045776367;6130000
2020-03-09;51.66999816894531;55.02000045776367;51.630001068115234;54.13999938964844;8204100
2020-03-10;54.66999816894531;55.68000030517578;51.869998931884766;54.09000015258789;7927800
2020-03-11;52.86000061035156;53.349998474121094;51.349998474121094;52.869998931884766;8693500
2020-03-12;49.20000076293945;50.869998931884766;47.529998779296875;50.0;9145700
2020-03-13;52.95000076293945;53.75;50.02000045776367;53.47999954223633;9723900
2020-03-16;49.400001525878906;55.86000061035156;48.75;53.380001068115234;13060100
2020-03-17;53.959999084472656;60.0;52.93000030517578;59.66999816894531;17279000
2020-03-18;57.650001525878906;59.959999084472656;54.060001373291016;57.75;11170500
2020-03-19;58.189998626708984;58.72999954223633;53.189998626708984;53.68000030517578;7293600
2020-03-20;53.0;54.279998779296875;51.220001220703125;53.369998931884766;11007300
2020-03-23;52.34000015258789;53.36000061035156;46.880001068115234;47.279998779296875;8448300
2020-03-24;49.029998779296875;50.18000030517578;47.11000061035156;48.22999954223633;7348200
2020-03-25;48.119998931884766;49.20000076293945;46.95000076293945;47.650001525878906;6019500
2020-03-26;47.810001373291016;50.5;47.380001068115234;50.0;5600200
2020-03-27;48.9900016784668;52.5;48.900001525878906;51.81999969482422;6662000
2020-03-30;52.529998779296875;54.150001525878906;52.47999954223633;54.099998474121094;7425700
2020-03-31;53.9900016784668;54.4900016784668;52.29999923706055;52.77000045776367;5795300
2020-04-01;51.7400016784668;53.970001220703125;51.5099983215332;53.119998931884766;4669300
2020-04-02;52.599998474121094;55.02000045776367;52.5;54.880001068115234;4961400
2020-04-03;54.20000076293945;56.900001525878906;54.0099983215332;56.709999084472656;6876900
2020-04-06;56.400001525878906;58.0;55.900001525878906;57.70000076293945;6353700
2020-04-07;57.900001525878906;57.91999816894531;55.56999969482422;56.439998626708984;6516000
2020-04-08;56.09000015258789;56.369998931884766;55.18000030517578;55.72999954223633;4553900
2020-04-09;55.470001220703125;57.9900016784668;55.369998931884766;57.400001525878906;4270200
